id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price
a766114410525094186,Cozy bedroom Clinton Hill near Navy Yard,60128641,Joseph,Brooklyn,Clinton Hill,40.69616,-73.96465,Private room,1,7,2022-12-28,2.16,1,85,7,,128
a52968366,Sun-filled 3 bedroom duplex on tree lined block,27154041,Garth,Brooklyn,Clinton Hill,40.68189,-73.96166,Entire home/apt,2,18,2023-01-29,1.24,1,14,16,,490
a18416265,"20mins from Union Square:)Bushwick,Brooklyn,Lline",127618565,Takanori,Brooklyn,Bushwick,40.70641,-73.91752,Private room,1,89,2022-12-03,1.29,2,26,18,,65
a714646922500528314,Modern Duplex Brownstone Townhouse in Brooklyn,71381787,Rohit,Brooklyn,Bedford-Stuyvesant,40.69014,-73.9317,Entire home/apt,2,26,2023-03-05,4.59,3,317,26,,238
a48910461,Nice Private Room in Manhattan,394499579,Fabiola,Manhattan,Washington Heights,40.84361,-73.93908,Private room,1,45,2021-12-26,1.93,1,0,0,,150
a20090567,Cozy BedStuy Abode,29476718,Zek,Brooklyn,Bedford-Stuyvesant,40.69363,-73.95217,Entire home/apt,2,63,2022-09-05,0.98,1,0,13,,160
a34709658,Hudson Yards 2 bedrooms apartment- 4-5 ppl,240099532,Luiggi,Manhattan,Hell's Kitchen,40.7545,-73.99848,Entire home/apt,30,56,2020-05-18,1.22,1,0,0,,269
a588748105671065001,"1 bedroom NYC apartment, steps from Times Square",33128396,Axel,Manhattan,Hell's Kitchen,40.76068,-73.98822,Entire home/apt,1,35,2023-03-05,3.2,1,70,35,,329
a48631819,1 BEDROOM APT  WITH 2 FULL BEDS! 8 mins to JFK,210133054,Khairul,Brooklyn,Cypress Hills,40.68021,-73.8642,Entire home/apt,2,57,2023-01-02,2.42,1,270,27,,107
a39028402,"1 bedroom, sunlit apartment with 2 cats!",299080216,Elisa,Brooklyn,Sunset Park,40.66167,-73.99132,Entire home/apt,2,57,2023-01-02,1.38,1,1,24,,175
a548672572096028312,Modern 1BR in the heart of the UES Laundry,384532776,Nathan,Manhattan,Upper East Side,40.78421,-73.95113,Entire home/apt,30,6,2023-03-03,0.49,47,365,5,,109
a276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,Chauncey,Brooklyn,Prospect Heights,40.67782,-73.97205,Entire home/apt,3,164,2023-02-13,1.2,1,338,32,,650
a46036626,Manhattan Midtown Studio (Great Discount)!,373150096,Linda,Manhattan,Midtown,40.75162,-73.97097,Entire home/apt,30,5,2021-07-31,0.18,1,0,0,,100
a656397999425509672,Lovely 2-Bedroom with Shared Garden in Brooklyn,28576665,Anna,Brooklyn,Bedford-Stuyvesant,40.69167,-73.93537,Entire home/apt,4,22,2023-02-13,2.78,2,41,22,,127
a9685865,Pvt Room+Pvt Bathroom; NO KITCHEN!,50031308,Raj,Brooklyn,Midwood,40.63023,-73.96822,Private room,4,81,2023-02-05,0.92,1,336,10,,65
a21484161,Cozy Brownstone Apartment in South Harlem,156047478,Doron,Manhattan,Harlem,40.80567,-73.94971,Entire home/apt,30,16,2023-01-01,0.26,7,202,3,,120
a6799999,[305] 5 min WALK to Times Square!,35524316,Akiko & Cindy,Manhattan,Hell's Kitchen,40.76181,-73.98969,Private room,30,181,2021-10-13,1.95,9,364,0,,166
a10156290,"Sunny, 4th floor elevator building",342734,Kim,Manhattan,Lower East Side,40.71891,-73.98914,Entire home/apt,30,9,2016-05-01,0.1,1,0,0,,160
a253815,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,1,81,2022-12-29,0.61,30,216,15,,220
a34511726,One Bedroom Apartment Near Prospect Park,260475429,Zahira,Brooklyn,Kensington,40.64304,-73.97964,Entire home/apt,30,26,2020-03-15,0.57,1,0,0,,120
a725985952677469293,Cozy room with queen size bed in shared apartment,475812927,Sam,Manhattan,East Harlem,40.79586,-73.93882,Private room,1,24,2023-02-25,4.9,7,334,24,,72
a33999377,CLEAN & SPACIOUS ROOM  CLOSE TO MANHATTAN,32167398,Meela,Queens,Astoria,40.75753,-73.9282,Private room,5,56,2022-09-13,1.19,6,304,18,,52
a53918207,"Family friendly bright, spacious 2 Bedroom, 2 bath",1857457,Sarah,Brooklyn,Williamsburg,40.71025,-73.96742,Entire home/apt,2,15,2023-02-20,1.36,1,20,15,,325
a8152985,Private BR in 3 BR Apt,10134825,Kara,Manhattan,Lower East Side,40.71326,-73.9842,Private room,30,5,2016-01-02,0.05,4,0,0,,89
a23077115,Large Room;(Manhattan30mins) JFK10mins)(LGA15mins),158625100,Vic,Queens,Richmond Hill,40.68601,-73.82941,Private room,30,12,2019-10-01,0.2,2,0,0,,83
a29385308,Brownstone Studio,221371129,Denise,Brooklyn,Carroll Gardens,40.67771,-74.00006,Entire home/apt,30,11,2022-11-25,0.21,1,93,1,,160
a41431376,The Hawthorne - Spacious 3-Bedroom Apartment,325949990,Christopher,Brooklyn,Prospect-Lefferts Gardens,40.6571,-73.95195,Entire home/apt,2,95,2023-02-28,2.55,1,33,41,,202
a2127713,GREAT COZY APT,8384058,Hb,Manhattan,Harlem,40.81182,-73.94239,Entire home/apt,3,50,2022-10-30,0.46,2,0,9,,200
a754581485916391724,"The Crown Heights BK Palace, 3rd floor",439378297,Jason,Brooklyn,Bedford-Stuyvesant,40.67752,-73.92489,Entire home/apt,1,6,2022-12-21,1.67,3,179,6,,170
a12973288,Private Room for One Guest,68139551,Kamil,Queens,Maspeth,40.72097,-73.89508,Private room,1,30,2019-01-05,0.36,3,0,0,,66
a609464599710757396,"Private Comfy bed, desk, mini fridge, 4kTV, Patio!",454333811,Benjamin,Brooklyn,Williamsburg,40.707394,-73.954124,Private room,1,32,2023-03-03,3.13,6,137,32,,270
a649494449607912597,Lovely Studio in Cypress Hills Brooklyn,141135638,Juan,Brooklyn,Cypress Hills,40.68603,-73.87167,Entire home/apt,3,12,2022-12-12,1.38,2,299,12,,100
a27965802,Cheap and Worth it!,154678310,Rafael,Queens,Elmhurst,40.74096,-73.87153,Private room,30,24,2019-02-02,0.44,1,0,0,,30
a762540401746471037,Airy and Sunny Private Room,93938503,Donald And Isha,Brooklyn,Bushwick,40.70168,-73.92535,Private room,2,7,2023-02-18,2.23,3,356,7,,52
a15659791,~ Amazing STUDIO ~ GRAND CENTRAL ~,1475015,Mike,Manhattan,Midtown,40.75087,-73.9717,Entire home/apt,30,10,2022-12-16,0.33,7,265,5,,90
a10769752,Brooklyn Bright Room Prospect Park w AirCon.,51372003,Ninell,Brooklyn,Flatbush,40.65247,-73.96313,Private room,3,75,2023-02-25,0.87,2,197,8,,69
a38930954,"Private family friendly Brooklyn apt, Park Slope",689427,Haz,Brooklyn,Park Slope,40.67766,-73.97523,Entire home/apt,28,56,2023-02-17,1.35,1,11,22,,150
a53560361,*NEW* Private Room for travelers in NYC!,433696576,Tayron,Brooklyn,Bedford-Stuyvesant,40.69348,-73.94033,Private room,1,64,2023-01-27,4.16,10,349,46,,55
a16612424,Artstuy,4878363,Jessie,Brooklyn,Bedford-Stuyvesant,40.68577,-73.94499,Private room,1,33,2023-02-18,0.45,2,355,18,,55
a636019195581310719,Garden Level 2-bedroom Duplex w/ Sunroom,93567450,Kasey,Brooklyn,Gowanus,40.6682,-73.99303,Entire home/apt,3,37,2023-02-18,4.64,2,17,37,,211
a719499850322575024,Midtown Classic 3-bedroom,450161902,Natalie,Manhattan,Hell's Kitchen,40.75932,-73.9931,Entire home/apt,3,22,2023-02-20,4.05,18,13,22,,256
a52318166,"""M""   HOTEL ROOM LIKE!! AFFORDABLE PRICE!!!",59156312,Blue House,Queens,Woodhaven,40.688,-73.86599,Private room,7,6,2022-10-20,0.36,5,248,3,,59
a28843143,New York City Private bedroom and shared bath,216917414,Ramon,Manhattan,Washington Heights,40.84957,-73.94124,Private room,31,16,2018-12-27,0.3,2,0,0,,56
a52607023,"Lovely one bedroom in midtown, Manhattan",425854650,Lydia,Manhattan,Hell's Kitchen,40.76149,-73.9937,Entire home/apt,1,6,2022-10-20,0.39,1,75,4,,220
a753870219046755282,The luxury Cove Studio 2 Bedrooms entire place,72497941,Omar,Bronx,Williamsbridge,40.87976,-73.84524,Entire home/apt,4,8,2023-03-05,2.4,3,254,8,,120
a2593478,Heart of BK - 10 min to Manhattan,4314440,Isabelle,Brooklyn,Clinton Hill,40.68235,-73.96592,Private room,120,17,2022-03-01,0.16,2,365,0,,50
a35896695,Private basement studio with backyard access.,1576926,Michael,Brooklyn,Bedford-Stuyvesant,40.691,-73.95026,Private room,30,33,2023-01-11,0.74,1,264,6,,75
a7094462,Adorable One Bedroom in Greenpoint,10896584,Julianna,Brooklyn,Greenpoint,40.73227,-73.95875,Entire home/apt,30,6,2015-10-04,0.07,1,0,0,,120
a660310667265628435,Lovely room in large apartment with private yard,8916358,Justin,Queens,Ridgewood,40.7088436,-73.9106532,Private room,5,7,2023-01-03,1.02,1,260,7,,96
a54376286,Quiet bedroom near train-Close to all!,28119886,Sam,Queens,Ridgewood,40.70332336425781,-73.9063491821289,Private room,2,27,2022-11-15,2.35,1,26,27,,65
a1633924,Smart Family 1BD Retreat in Bedstuy,8680097,Zaire,Brooklyn,Bedford-Stuyvesant,40.68583,-73.9263,Entire home/apt,30,82,2019-12-04,0.71,1,0,0,,120
a8683858,纽约之家(PrivateBathroom4),45600001,Amy,Queens,Flushing,40.74582,-73.83153,Private room,1,68,2022-03-21,0.75,5,77,1,,68
a14868158,Private Bedroom with Amazing Skyline View,93148942,Trey,Brooklyn,Bushwick,40.70058,-73.92794,Private room,30,9,2017-08-05,0.11,2,0,0,,60
a17653243,145 Mulberry-Comfortable Studio in Little Italy,51501835,Jeniffer,Manhattan,Little Italy,40.71899,-73.99773,Entire home/apt,30,8,2023-01-20,0.11,131,143,2,,115
a44575875,RENO 3BR/1BA APT NEAR CENTRAL PARK W/WASHER/DRYER,9293730,Inna,Manhattan,Upper West Side,40.795322,-73.962921,Entire home/apt,30,5,2022-12-18,0.19,38,308,2,,185
a7411044,"French charm at Château Village, Greenwich Village",38827405,John,Manhattan,West Village,40.72893,-74.00285,Private room,30,62,2018-06-06,0.67,1,0,0,,145
a675278538921389982,Large Room available in the heart of Manhattan,470587727,Kelvin,Manhattan,Upper East Side,40.76952,-73.95069,Private room,1,11,2023-03-03,1.46,1,74,11,,95
a41721779,Wilson’s place ( Room#2),269045976,Wilson,Brooklyn,Crown Heights,40.67558,-73.92374,Private room,3,25,2023-01-09,1.57,5,3,20,,50
a4259427,Appartement en duplex de 3 chambres,21833312,Solange Et Michel,Brooklyn,Crown Heights,40.67039,-73.93955,Entire home/apt,7,45,2022-11-04,0.44,1,338,10,,290
a582096512280733526,*New* Cozy Room for Travelers,429454632,Carol,Brooklyn,Prospect-Lefferts Gardens,40.65994,-73.94226,Private room,1,7,2023-02-14,1.15,20,41,7,,58
a14318774,New York City Masterpiece,37718300,Martha,Queens,Forest Hills,40.73445,-73.8554,Entire home/apt,3,169,2023-02-13,2.14,3,307,27,,143
a15159731,Executive Studio Best Location,61391963,Stay With Vibe,Manhattan,Kips Bay,40.73994,-73.97945,Entire home/apt,30,23,2022-10-24,0.31,124,339,1,,109
a39024243,Dakota Room at Incentra Village Guest House,241889662,Incentra Village Guest House,Manhattan,West Village,40.73757,-74.00316,Hotel room,1,5,2021-01-31,0.12,12,352,0,,325
a49051926,Privately furnish guest room in quiet neighborhood,391596394,Rafael,Queens,Richmond Hill,40.67991,-73.8253,Entire home/apt,31,5,2022-12-29,0.29,1,333,3,,121
a32900964,"Awesome location, Full of light loft in Brooklyn",5557073,Tamar,Brooklyn,Bedford-Stuyvesant,40.69154,-73.9594,Entire home/apt,30,13,2021-08-16,0.27,1,0,0,,100
a1914231,"Perfect Harlem, New York Retreat",9709235,Ferris,Manhattan,Harlem,40.81002,-73.94292,Entire home/apt,2,425,2023-02-18,3.76,1,201,36,,153
a22188609,"SPACIOUS ROOM STEAL, NEAR EVERYTHING MIDTOWN!",155125855,Vicente,Manhattan,Midtown,40.74689,-73.98345,Private room,30,42,2020-02-24,0.66,2,0,0,,214
a49191915,CHECK PRICE! The Hollywood Area! Private/Cozy/Safe,348141027,George,Queens,Astoria,40.75914,-73.92354,Entire home/apt,1,177,2023-02-23,7.68,1,64,92,,96
a1131804,Immaculate 2BR in 4unit townhome 15mins to Midtown,6209044,Timothy,Manhattan,Harlem,40.80911,-73.94317,Entire home/apt,30,21,2020-04-30,0.18,1,321,0,,135
a30594172,204#Flushing downtown large single room,228879817,Cindy,Queens,Flushing,40.74371,-73.83437,Private room,1,84,2023-02-05,1.64,7,362,41,,64
a19094459,"Large one bedroom apt., very bright, huge balcony.",624441,Joseph,Manhattan,Upper West Side,40.7893,-73.97164,Entire home/apt,30,15,2022-05-20,0.23,1,18,1,,200
a598445812098306608,Brighton Room-Balcony-5mto Beach-Separate Entrance,113986628,Lyuda,Brooklyn,Brighton Beach,40.58057,-73.96541,Private room,1,10,2023-03-01,1.09,4,338,10,,109
a26896131,"Prospect Park, Bk Museum, Botanic Gardens and You",2685092,Mar,Brooklyn,Prospect Heights,40.67316,-73.965,Entire home/apt,30,6,2022-07-31,0.11,1,0,1,,175
a8663101,Large room in UWS 92nd near RivPark,45516192,Philip,Manhattan,Upper West Side,40.79406,-73.97463,Private room,30,100,2019-09-05,1.13,1,0,0,,100
a74438,Luxury HiRise XL 1BR Skyline views,391553,James,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,30,52,2014-11-18,0.36,1,365,0,,299
a18872610,One-Bedroom Apartment in Hamilton Heights,33660636,Aude,Manhattan,Harlem,40.82352,-73.94755,Entire home/apt,30,26,2023-02-28,0.37,1,89,4,,120
a38978583,"Beautiful, gut renovated 1br in SOHO.",1584008,David,Manhattan,Nolita,40.72218,-73.99702,Entire home/apt,2,16,2021-06-19,0.4,1,0,0,,169
a4110645,Art deco apartment in Brooklyn,21327210,Demus,Brooklyn,Bay Ridge,40.63664,-74.02598,Private room,1,75,2023-02-17,0.73,2,180,15,,85
a7545750,Light Filled Studio Apartment,39539952,Jennifer,Manhattan,Inwood,40.86318,-73.92765,Entire home/apt,30,7,2018-09-08,0.08,1,0,0,,40
a3507112,"#1 PRIVATE STUDIO IN BX,15MINS NYC.",17658078,Richard,Bronx,Longwood,40.81182,-73.90371,Private room,30,11,2016-03-19,0.11,1,365,0,,99
a48105141,2 double beds with private bathroom LES NYC,33867639,Amiee,Manhattan,Chinatown,40.71351,-73.99706,Private room,1,99,2023-02-19,4.32,8,158,62,,155
a667446376283843236,Retro Room in Harlem,66383919,Fernando,Manhattan,Harlem,40.80552,-73.95421,Private room,3,34,2023-02-13,4.43,1,59,34,,79
a2620068,Cute Apartment with Great Bathroom!,13347167,AFI Apartments,Manhattan,Upper East Side,40.7707,-73.95735,Entire home/apt,30,8,2022-05-11,0.08,31,365,1,,93
a16932674,Cozy bedroom in Bushwick Brooklyn!,29464755,Rebecca,Brooklyn,Bushwick,40.69912,-73.91645,Private room,30,34,2017-10-20,0.46,1,0,0,,40
a18415505,Stylish Apartment with beautiful skyline views.,11191325,Daniel,Manhattan,Harlem,40.81082,-73.9411,Entire home/apt,30,37,2020-01-05,0.52,1,0,0,,99
a42467234,Oasis in the City!,181756,Roslyn,Brooklyn,South Slope,40.66472,-73.98609,Entire home/apt,14,11,2022-09-20,0.38,1,283,3,,260
a13710241,A Cozy Bedroom in 2 Bedroom Apt,6110471,Yarynka,Manhattan,Harlem,40.80283,-73.95741,Private room,30,30,2022-05-08,0.44,2,63,1,,85
a649243480456322528,1-bedroom rental - 1 block from EXPRESS BUS to NYC,25261935,Carlos,Staten Island,South Beach,40.58692,-74.08888,Entire home/apt,3,13,2023-02-21,1.63,1,301,13,,120
a18307376,Sunset Park Gem SLR,126285830,Barbar,Brooklyn,Sunset Park,40.64317,-74.00339,Private room,30,7,2018-04-02,0.1,1,0,0,,38
a8720655,UES - True 1 BR | Clean & Quiet,729279,Corey,Manhattan,Upper East Side,40.77249,-73.94844,Entire home/apt,3,61,2021-03-26,0.68,1,0,0,,65
a52454467,Sammy's home away from home 2 bedroom apartment.,424577451,Samuel,Brooklyn,Cypress Hills,40.679756,-73.873032,Entire home/apt,3,68,2023-02-20,4.1,2,249,51,,93
a4539483,Colorful Studio Near Columbia Univ.,2968247,Lauren,Manhattan,Harlem,40.8043,-73.95606,Entire home/apt,3,18,2017-08-26,0.18,1,0,0,,99
a52169355,"Private Hidden Gem Apartment in Corona, Queens",127570065,Judy,Queens,Corona,40.74349,-73.8564,Entire home/apt,2,20,2023-01-03,2.43,1,155,20,,123
a653824342335096991,Beautiful 1 BEDROOM APARTMENT 5min JFK AIRPORT,368465567,Tracey,Queens,Jamaica,40.67352,-73.78041,Private room,1,21,2023-01-12,2.47,6,365,21,,130
a586156154942109749,Beautiful 3-bedroom home close to UBS arena,450204989,William,Queens,Queens Village,40.70556,-73.73859,Entire home/apt,2,19,2022-10-12,2.03,1,364,19,,224
a717220830029391123,Largebasementroom with bathroom Separate entrance,479755663,Dane,Queens,Springfield Gardens,40.68863,-73.75079,Private room,2,5,2022-12-23,0.93,3,186,5,,85
a9880140,"Huge amazing 1bdrm, Upper Manhattan",3460956,Anya & Marco,Manhattan,Washington Heights,40.85744,-73.93159,Entire home/apt,30,13,2018-02-19,0.16,1,0,0,,104
a53251557,Bright rare 3-bedroom apt with backyard access,110871178,Nis,Brooklyn,Brownsville,40.65843,-73.90722,Entire home/apt,3,24,2023-02-13,1.69,2,249,23,,144
a40062883,Comfortable Home Away,120245209,Heidi,Brooklyn,Canarsie,40.63455,-73.89494,Entire home/apt,1,82,2023-02-26,2.33,3,356,36,,109
a26741585,Super Convenient Park Slope Room (subway - 2 min.),62587696,Andrew,Brooklyn,Gowanus,40.66978,-73.99045,Private room,2,236,2023-03-04,4.32,2,120,63,,91
a636982135524593603,Unique Lofted Bedroom In Brooklyn,123527938,Victor,Brooklyn,Williamsburg,40.70454,-73.93621,Private room,28,8,2023-01-29,1.06,5,301,8,,99
a25140787,COUSY PRIVATE ROOM,45416627,Lolita,Queens,Astoria,40.7677,-73.92275,Private room,3,79,2023-01-19,1.36,9,339,21,,49
a51413806,Home Away from Home:Tranquillity,347560493,Natalie,Queens,East Elmhurst,40.76045,-73.8739,Private room,1,27,2022-12-04,1.46,4,341,18,,49
a47814741,"Studio in Queens, NY",291093876,Vilma,Queens,Jackson Heights,40.74984,-73.87082,Entire home/apt,3,46,2023-01-03,2.54,2,122,34,,100
a38311444,"Glowing + Peaceful 2BR in Bushwick, 5 Min L Train!",291273509,Rodrigo,Queens,Ridgewood,40.70891,-73.91413,Entire home/apt,28,7,2022-12-13,0.17,1,180,3,,194
a17817203,Room for rent close to Manhattan,121802962,Sandra,Queens,Astoria,40.77338,-73.92658,Private room,3,78,2023-02-11,1.09,1,5,3,,55
a618599774783838639,Lovely 1-Bedroom in Luxury Building with pool,109930093,Chris,Bronx,Mott Haven,40.80856,-73.9274,Private room,3,7,2023-01-02,0.72,2,180,7,,123
a45688889,Sonder Battery Park | Two-Bedroom Apartment,219517861,Sonder (NYC),Manhattan,Financial District,40.70445,-74.01582,Entire home/apt,2,111,2023-01-04,3.83,76,354,34,,662
a7697256,Room in a lovely UWS Apartement,17326743,Antoine,Manhattan,Upper West Side,40.78486,-73.97761,Private room,30,9,2016-03-30,0.1,1,0,0,,130
a52519097,"✨ Fancy Hipster Brooklyn Apt, Free Cat 😻",8067,Katie,Brooklyn,Crown Heights,40.67459,-73.96119,Private room,2,47,2023-02-12,2.83,1,8,33,,134
a53600437,West Village studio in the heart of the city!,6076617,Christiana,Manhattan,West Village,40.73377,-74.00056,Entire home/apt,3,8,2023-01-27,0.74,1,8,8,,275
a15343302,Lovely 2 bedroom apartment in regal Harlem,28629925,Michelle,Manhattan,Harlem,40.81011,-73.94404,Entire home/apt,2,5,2022-07-17,0.55,1,248,5,,250
a18366609,"COZY, QUIET BEDROOM IN INWOOD, ""UPSTATE MANHATTAN""",127164761,Christopher,Manhattan,Inwood,40.86663,-73.92251,Private room,1,14,2018-07-02,0.2,1,0,0,,40
a13881135,****THE SUITE LIFE DUPLEX****,923465,Kila,Brooklyn,Bedford-Stuyvesant,40.68976,-73.93912,Private room,5,70,2022-10-28,0.88,2,58,2,,170
a675909556455722038,Central Park/Entire&Cozy 2BR Apt,264728394,Alex,Manhattan,Upper East Side,40.78237,-73.95222,Entire home/apt,15,5,2023-02-25,0.7,4,162,5,,216
a545960635890038947,Charming studio in Hamilton Heights,398460031,Mindia,Manhattan,Harlem,40.82381,-73.94992,Entire home/apt,1,48,2023-02-27,3.98,1,16,48,,189
a37059318,Luminous Three-Bedroom Oasis in Park Slope,392929,Jeremiah,Brooklyn,South Slope,40.6639,-73.98547,Entire home/apt,3,42,2023-01-01,0.96,1,16,8,,379
a703864573875486483,"Snug, Cozy & Tranquil Oasis near Prospect Park!",477167456,Vincent Felicia,Brooklyn,Flatbush,40.64668,-73.96339,Entire home/apt,1,56,2023-02-26,9.18,2,170,56,,125
a663661046898264149,Spacious and affordable townhouse,461769511,Alexis,Bronx,Fordham,40.85376,-73.89975,Private room,2,15,2022-12-12,1.99,5,64,15,,47
a53047254,The Arthur,61391963,Stay With Vibe,Manhattan,Upper East Side,40.7608,-73.96235,Entire home/apt,30,8,2023-02-05,0.65,124,340,7,,79
a52969085,Beach-lover's Paradise in Rockaway,39078221,Alexa,Queens,Arverne,40.59644,-73.79458,Entire home/apt,2,14,2022-09-26,1.4,1,347,14,,389
a11282348,Unique Lincoln Square 1 BR Apt,58931360,Juliana,Manhattan,Upper West Side,40.77656,-73.98325,Entire home/apt,30,6,2016-07-06,0.07,1,0,0,,250
a8206060,2 bed duplex with private garden!,3039478,Leela,Brooklyn,Bedford-Stuyvesant,40.69524,-73.94417,Entire home/apt,30,11,2021-09-03,0.13,1,0,0,,200
a24653322,Cozy Ridgewood Apartment w/ Backyard,131482216,Lynn,Queens,Ridgewood,40.70863,-73.90773,Entire home/apt,4,61,2023-02-25,1.04,1,47,35,,157
a19661733,Single room at Stella's place,15617507,Stella,Bronx,Morris Park,40.85229,-73.86092,Private room,1,74,2023-02-12,1.08,7,275,11,,33
a54081073,Bright Private Room | Central Park & Columbia Uni,40385488,Address In NYC,Manhattan,Upper West Side,40.79879,-73.96316,Private room,4,16,2022-12-27,1.19,15,276,14,,127
a51262232,Sun-lit Serene Brooklyn Loft with city views,44152990,Olivia,Brooklyn,Greenpoint,40.73342,-73.95545,Entire home/apt,2,26,2023-01-29,1.36,2,7,14,,175
a606372803450065814,Industrial style condo in Central Harlem!,24599552,Uni-Inn Properties,Manhattan,Harlem,40.8052,-73.94695,Private room,3,28,2022-12-30,2.71,8,333,28,,350
a25047693,"Low as $85, sleep 4,1 BR, APT close to JFKairport",189356812,Andy,Queens,Richmond Hill,40.68806,-73.82671,Entire home/apt,4,61,2023-01-23,1.09,1,279,14,,85
a752366,"Big, close to subway, 3 stops from the city",3956850,Dana,Queens,Astoria,40.75598,-73.91651,Entire home/apt,30,17,2019-03-15,0.17,1,0,0,,89
a6107592,Private Room in a Shared Apt by Columbia Univ,30080463,Barbi,Manhattan,Harlem,40.80194,-73.95051,Private room,30,79,2020-10-27,0.83,3,180,0,,105
a51777608,Clean & Modern Garden Apartment Near Prospect Park,24761711,Aron,Brooklyn,Kensington,40.64685,-73.97449,Entire home/apt,30,10,2022-10-17,1.41,4,209,10,,300
